,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid,unemployed%,median_houshold_income,mean_houshold_income,total_housing_units,avg_year_built,occupied_housing_units%,vacant_housing_units%,total_population,median_age,not_us_citizen%
300,2.9,37.696335078534034,29.144851657940663,11.867364746945901,3.664921465968586,331,36047079400,5.0,36936,61152,734,1944.4053133514983,78.1,21.9,1669,40.4,19.832234871180347
301,3.02,24.279835390946502,17.969821673525374,6.584362139917697,2.606310013717421,211,36047083600,9.3,67831,82960,781,1927.611395646607,93.3,6.7,2202,43.9,9.582198001816531
302,2.65,29.37142857142857,28.685714285714287,10.057142857142855,1.7142857142857144,301,36047085800,3.8,53954,64427,934,1948.8522483940046,93.7,6.3,2317,41.6,12.990936555891238
303,2.47,29.353680430879717,23.608617594254934,7.989228007181328,0.0,536,36047086200,4.1,39318,54616,1233,1935.757096512571,90.3,9.7,2753,33.6,19.469669451507446
304,2.42,40.156114483954894,40.156114483954894,27.40676496097138,1.5611448395490026,253,36047088000,4.7,47969,59333,1313,1943.5594059405944,87.8,12.2,2790,35.7,9.06810035842294
305,2.64,26.901874310915105,25.35832414553473,9.592061742006617,1.5435501653803747,413,36047093800,7.3,65417,73578,1031,1938.0548011639185,88.0,12.0,2390,38.1,17.280334728033473
306,2.49,38.17619783616693,33.848531684698614,7.109737248840804,1.854714064914992,247,36047089800,14.1,34427,61781,755,1946.6192052980127,85.7,14.3,1614,40.5,15.303593556381662
307,2.17,49.65449160908194,47.384007897334655,11.154985192497533,2.566633761105627,314,36047091800,20.8,24769,45702,1116,1968.4068100358427,90.8,9.2,2201,36.1,14.266242616992276
308,2.32,45.32871972318339,42.214532871972324,5.968858131487888,4.238754325259516,318,36047092000,17.2,17303,36974,1321,1968.268357305072,87.5,12.5,2677,39.7,11.878968995143818
309,2.57,27.420289855072465,26.492753623188406,9.681159420289855,2.4347826086956523,109,36047098200,14.6,21162,31436,1776,1953.061373873874,97.1,2.9,4431,29.8,2.459941322500564
310,3.2,21.343537414965986,18.367346938775512,9.863945578231293,2.976190476190476,520,36047094401,9.3,83292,105304,1258,1954.3569157392687,93.5,6.5,3761,44.7,13.82611007710715
311,3.36,21.580928481806772,19.82434127979925,6.5244667503136755,5.144291091593475,419,36047096600,3.9,75481,97982,835,1946.8101796407184,95.4,4.6,2680,32.4,15.634328358208954
312,3.09,23.589001447178006,22.575976845151953,9.696092619392186,1.7366136034732274,197,36047100800,8.7,69135,79756,777,1943.0392535392537,88.9,11.1,2149,35.1,9.167054443927409
313,3.38,32.33301064859632,25.16940948693127,9.09970958373669,5.5179090029041635,318,36047116400,5.9,55720,72015,1111,1959.9320432043203,93.0,7.0,3495,32.1,9.09871244635193
314,3.16,22.239747634069406,19.716088328075713,2.2082018927444795,0.0,460,36047116800,1.2,60968,73817,764,1951.4764397905758,83.0,17.0,2012,33.3,22.86282306163022
315,3.57,15.384615384615385,13.574660633484163,5.203619909502263,6.561085972850679,663,36047118202,2.9,55089,74392,1103,1928.8427017225747,80.1,19.9,3152,31.5,21.034263959390863
316,3.64,26.40692640692641,15.728715728715727,6.493506493506493,1.0101010101010102,465,36047119000,2.4,41161,55045,757,1946.6268163804489,91.5,8.5,2526,26.8,18.40855106888361
317,2.77,30.04561003420753,27.53705815279361,2.9076396807297606,2.679589509692132,945,36047119600,4.1,35338,51906,2150,1944.9395348837206,81.6,18.4,4867,35.6,19.416478323402504
318,3.43,22.43478260869565,22.43478260869565,4.173913043478262,3.6521739130434794,617,36047120200,13.4,37173,56083,606,1946.620462046205,94.9,5.1,1971,34.4,31.303906646372397
319,2.63,46.45061728395061,34.49074074074074,11.188271604938274,7.4074074074074066,422,36047039700,6.8,39419,71847,1506,1936.358897742364,86.1,13.9,3417,33.7,12.350014632718759
320,3.16,26.528258362168394,20.069204152249135,11.880046136101502,0.6920415224913495,554,36047039800,13.1,54850,86434,908,1935.7004405286345,95.5,4.5,2737,39.4,20.241139934234564
321,2.65,47.58064516129033,29.19354838709677,5.0,0.0,295,36047040500,2.9,59500,66837,699,1946.389842632332,88.7,11.3,1670,30.1,17.664670658682635
322,2.85,34.11279229711142,27.64786795048143,15.405777166437414,3.713892709766162,268,36047041000,6.5,49353,62766,811,1933.211467324291,89.6,10.4,2096,36.8,12.786259541984732
323,2.83,24.388631857237282,21.15003304692664,11.30204890945142,1.5862524785194978,1039,36047042600,5.4,44632,62415,1578,1930.282636248416,95.9,4.1,4282,42.1,24.26436244745446
324,2.34,50.890346766635425,33.69259606373009,14.761012183692596,0.0,463,36047016900,2.3,101125,150904,2192,1929.356295620438,97.4,2.6,5003,35.0,9.25444733160104
325,2.73,32.138728323699425,23.005780346820806,12.947976878612714,0.3468208092485549,882,36047036400,9.6,58870,63215,962,1942.8555093555094,89.9,10.1,2377,40.8,37.10559528817838
326,2.52,54.43499392466586,32.01701093560146,14.398541919805588,5.285540704738762,145,36047037300,5.7,35536,61530,1783,1937.0165451486262,92.3,7.7,4201,27.8,3.4515591525827185
327,3.1,33.71996685998343,24.27506213753107,6.296603148301575,0.8285004142502072,825,36047008000,4.7,59630,78266,1246,1929.371589085072,96.9,3.1,3746,36.2,22.02349172450614
328,2.29,46.13379669852303,34.49174630755864,9.122502172024326,0.0,315,36047008800,3.9,62388,70280,1226,1931.3433931484506,93.9,6.1,2636,39.5,11.949924127465858
329,3.34,18.492343934040047,12.897526501766784,2.3557126030624262,4.7114252061248525,1799,36047009200,9.6,45333,61830,1743,1934.097819850832,97.4,2.6,5668,33.9,31.73959068454481
330,4.13,19.32822628167354,12.19799646434885,4.4784914555097215,9.723040659988213,2868,36047009800,4.3,44538,60596,1818,1944.0209020902087,93.3,6.7,7012,33.3,40.90131203650884
331,2.86,34.580098800282286,23.923782639378967,8.609738884968243,0.0,1078,36047010100,3.1,67614,81984,1532,1940.4986945169712,92.5,7.5,4057,33.7,26.571358146413605
332,3.02,29.708222811671085,22.54641909814324,9.946949602122016,4.111405835543767,660,36047012801,4.5,39940,63499,772,1937.782383419689,97.7,2.3,2279,43.2,28.960070206230803
333,2.31,48.71091607240811,29.34722984092156,4.168952276467362,1.097092704333516,267,36047013100,3.9,136607,199432,1986,1933.20720040282,91.8,8.2,4226,34.4,6.318031235210602
334,2.64,37.415881561238216,25.10094212651413,2.2880215343203227,3.970390309555855,445,36047013500,3.7,145417,192893,1609,1941.6932877563706,92.4,7.6,3920,36.0,11.35204081632653
335,2.47,37.3283395755306,32.83395755305868,13.108614232209735,1.2484394506866416,160,36047014000,3.4,72083,100817,815,1929.911042944785,98.3,1.7,1979,39.6,8.08489135927236
336,2.23,55.04047093451066,35.98233995584989,3.3848417954378216,1.3245033112582782,384,36047014100,6.8,91836,128784,1558,1952.4326059050063,87.2,12.8,3033,33.9,12.660731948565775
337,1.96,63.17122593718339,45.33941236068896,3.7993920972644375,0.0,403,36047018100,5.9,95500,135068,2246,1929.3880231522708,87.9,12.1,3875,38.3,10.4
338,3.06,25.340599455040874,21.662125340599452,6.948228882833787,0.6811989100817438,436,36047018600,4.8,58750,80837,760,1927.842105263158,96.6,3.4,2249,40.0,19.38639395286794
339,1.97,60.64204045734388,51.27528583992964,20.712401055408968,1.8029903254177664,581,36047019300,11.6,54483,68707,2466,1956.8923357664237,92.2,7.8,6010,30.4,9.667221297836939
340,2.06,36.598130841121495,34.654205607476634,24.29906542056075,1.3084112149532712,279,36047035400,3.7,46114,75179,2878,1962.8877692842248,92.9,7.1,5503,58.0,5.06996183899691
341,2.67,35.84770114942529,31.896551724137932,23.132183908045977,2.2988505747126435,459,36047087401,15.5,33396,52872,1534,1954.5684485006518,90.7,9.3,3717,39.4,12.34866828087167
342,2.55,38.16293056314926,34.55440131219245,13.88737014762165,4.811372334609076,957,36047088400,11.2,45543,55882,2024,1931.4046442687747,90.4,9.6,4657,36.0,20.54971011380717
343,2.03,59.52685421994885,55.562659846547305,7.736572890025577,1.7263427109974423,693,36047089600,17.9,35000,44143,1745,1941.1876790830945,89.6,10.4,3175,44.0,21.826771653543307
344,2.18,55.33661740558292,55.33661740558292,11.576354679802954,4.679802955665025,707,36047090800,33.2,10851,20947,1427,1960.1096706377014,85.4,14.6,6939,31.0,10.188788009799683
345,2.44,33.717277486910994,25.863874345549736,8.795811518324607,0.7329842931937173,217,36047093400,5.7,71989,80528,1100,1934.6863636363641,86.8,13.2,2330,44.5,9.313304721030043
346,2.89,24.40191387559809,23.65003417634997,12.37183868762816,1.5037593984962403,415,36047095400,4.6,78256,89414,1545,1950.6391585760518,94.7,5.3,4230,39.4,9.810874704491725
347,3.7,18.89952153110048,14.832535885167465,6.459330143540671,0.0,80,36047096800,6.3,89063,102231,454,1935.5132158590307,92.1,7.9,1567,32.0,5.105296745373325
348,3.63,24.28198433420366,16.057441253263708,1.0443864229765014,3.91644908616188,328,36047097000,9.6,89861,95886,854,1946.642857142857,89.7,10.3,2784,35.5,11.781609195402298
349,2.72,24.447717231222388,22.680412371134018,7.363770250368189,1.6200294550810015,242,36047099400,3.8,69010,82546,697,1949.4390243902442,97.4,2.6,1850,42.1,13.08108108108108
350,2.7,29.081632653061227,27.755102040816325,6.020408163265307,5.0,268,36047100400,2.3,67750,81086,1055,1954.5568720379147,92.9,7.1,2645,37.1,10.132325141776938
351,2.22,55.04962054874489,33.15820198482195,7.764156450671336,0.0,232,36047020100,6.3,111964,142072,1921,1931.5978656949505,89.2,10.8,3808,34.5,6.092436974789916
352,2.65,37.44351194318916,35.700451904454496,14.719173660426085,2.9051000645577787,173,36047121000,8.4,15566,28580,1610,1951.0745341614904,96.2,3.8,4110,33.8,4.209245742092457
353,2.12,51.950354609929065,36.70212765957447,8.687943262411348,0.5910165484633569,356,36047019700,7.7,96111,139889,1775,1934.3456338028168,95.3,4.7,3615,40.9,9.847856154910097
354,2.26,52.42560130452507,39.74724826742764,7.990216061964942,1.6306563391765183,532,36047021500,8.8,91058,119200,2696,1930.4797848664691,91.0,9.0,5544,37.6,9.595959595959595
355,3.26,20.349344978165934,14.934497816593886,10.742358078602619,0.0,902,36047027200,5.6,53438,78065,1222,1933.6325695581013,93.7,6.3,3738,36.5,24.13055109684323
356,2.64,39.892051030421975,29.48969578017665,8.73405299313052,0.0,766,36047035500,8.2,48090,51626,2206,1929.4818676337259,92.4,7.6,5374,33.7,14.25381466319315
357,2.46,37.214611872146115,35.15981735159817,0.9132420091324199,0.0,122,36047036502,4.3,37321,49793,577,1965.5017331022532,75.9,24.1,1288,29.4,9.472049689440993
358,2.5,57.094133697135064,38.472032742155534,7.230559345156889,1.364256480218281,670,36047039300,11.2,58942,79458,1575,1952.726349206349,93.1,6.9,3790,30.2,17.678100263852244
359,3.55,19.20583468395462,15.39708265802269,5.59157212317666,1.6207455429497568,892,36081004200,7.6,54524,73943,1287,1934.7214452214453,95.9,4.1,4377,35.8,20.379255197623944
360,2.32,50.604838709677416,38.64247311827957,25.67204301075269,0.6720430107526881,336,36081004500,6.8,79688,98934,1610,1960.5854037267081,92.4,7.6,3456,47.3,9.722222222222223
361,2.2,48.387096774193544,41.173020527859244,16.42228739002932,2.1114369501466275,480,36081004700,5.9,32319,53976,1870,1953.039572192513,91.2,8.8,3743,33.7,12.823938017632916
362,2.01,58.270270270270274,40.36036036036036,10.882882882882884,1.7657657657657655,1074,36081006100,4.2,63775,81386,3175,1945.3366929133856,87.4,12.6,5574,36.4,19.268030139935412
363,2.45,53.01369863013698,29.315068493150694,4.383561643835616,0.9589041095890412,431,36081007700,2.8,88167,107084,837,1980.3781362007169,87.2,12.8,1798,31.3,23.97107897664071
364,3.77,15.976331360946743,12.256973795435336,3.719357565511412,3.5502958579881656,941,36047117400,3.5,57411,66034,1452,1927.7472451790634,81.5,18.5,4465,30.9,21.075027995520717
365,2.96,28.2329713721619,24.48173741362291,8.588351431391905,4.146100691016782,611,36047117602,6.8,41670,55222,1171,1931.4940222032449,86.5,13.5,3000,32.8,20.366666666666667
366,2.6,35.9035004730369,29.659413434247874,4.493850520340587,2.081362346263009,996,36047122000,10.5,39848,61560,2341,1987.5006407518156,90.3,9.7,5495,33.1,18.12556869881711
367,1.97,53.28689595124075,43.05616020896822,11.928602525032652,1.915542011319112,586,36047031300,4.3,43880,68413,2438,1927.4532403609521,94.2,5.8,4675,43.3,12.534759358288769
368,2.86,22.65822784810127,18.101265822784807,7.4683544303797476,1.6455696202531649,225,36047101400,5.1,74485,80327,864,1950.6516203703704,91.4,8.6,2263,40.3,9.942554131683606
369,2.96,31.765749778172136,26.79680567879325,9.40550133096717,8.518189884649512,314,36047111800,7.9,34509,47190,1314,1958.4003044140034,85.8,14.2,3336,33.4,9.412470023980815
370,2.96,32.423924449108085,31.79433368310598,7.030430220356768,2.203567681007345,608,36047115800,10.2,40804,64859,1163,1947.0584694754943,81.9,18.1,2838,32.7,21.42353770260747
371,2.77,43.26404926866821,24.788298691300998,10.0846805234796,0.0,437,36047040300,7.2,51964,65287,1537,1945.8204294079376,84.5,15.5,3687,30.9,11.8524545701112
372,2.58,32.801064537591486,26.879574184963413,16.234198270126413,2.7278775781769795,812,36047042800,9.5,53603,78561,1558,1935.3279845956354,96.5,3.5,3879,43.8,20.933230213972674
373,3.99,17.429837518463813,16.54357459379616,10.044313146233382,0.0,131,36047047000,3.4,49931,87510,756,1956.107142857143,89.6,10.4,2708,20.7,4.83751846381093
374,2.97,33.443708609271525,27.64900662251656,16.556291390728482,0.0,271,36047019800,2.6,61875,98666,660,1940.2954545454545,91.5,8.5,1791,41.7,15.131211613623673
375,2.58,42.89099526066351,31.81279620853081,3.1990521327014214,1.0071090047393365,125,36047029700,3.8,71417,103021,1843,1926.9660879001626,91.6,8.4,4373,35.5,2.8584495769494627
376,3.45,32.16957605985037,22.693266832917704,9.351620947630924,2.119700748129676,344,36047033500,12.4,47135,79565,886,1923.2133182844245,90.5,9.5,3089,25.1,11.136290061508578
377,2.48,50.088967971530245,25.978647686832737,4.804270462633451,6.761565836298933,498,36047039100,16.1,57708,64012,1181,1975.4775613886536,95.2,4.8,2782,29.4,17.90079079798706
378,2.71,38.68078175895766,34.44625407166124,5.293159609120521,3.2573289902280136,740,36047086800,5.2,44792,56730,1368,1935.123903508772,89.8,10.2,3325,38.4,22.25563909774436
379,2.34,50.650154798761605,48.235294117647065,10.154798761609909,1.9195046439628485,444,36047091600,14.9,20098,35140,1870,1971.4454545454544,86.4,13.6,3787,32.8,11.7243200422498
380,2.74,24.417177914110432,21.717791411042942,6.503067484662576,3.190184049079755,304,36047101200,3.8,63750,74439,841,1949.026753864447,96.9,3.1,2235,40.5,13.60178970917226
381,3.18,24.15540540540541,15.033783783783784,2.871621621621622,3.885135135135135,500,36047007200,4.2,40588,50980,613,1933.6027732463294,96.6,3.4,1890,32.3,26.455026455026452
382,3.75,13.451004260499086,7.851491174680463,4.26049908703591,6.695069993913572,2305,36047010000,6.5,53131,64248,1852,1935.639308855292,88.7,11.3,6178,32.8,37.30980899967627
383,2.52,48.686371100164216,35.63218390804598,13.136288998357966,0.5747126436781609,474,36047013800,4.7,65238,79889,1455,1933.2388316151205,83.7,16.3,3083,40.6,15.37463509568602
384,2.73,49.24838940586972,30.70866141732284,4.795991410164637,4.652827487473156,460,36047028300,16.5,29665,43893,1555,1951.720257234727,89.8,10.2,3988,31.4,11.534603811434303
385,2.78,40.52505966587112,29.64200477326969,3.3412887828162283,1.9570405727923628,882,36047036900,4.7,37807,47490,2288,1941.9315996503494,91.6,8.4,5907,28.2,14.931437277805992
386,2.88,32.22094361334868,30.03452243958573,5.983889528193326,2.646720368239356,297,36047100600,8.9,76161,78384,934,1949.3072805139184,93.0,7.0,2500,36.1,11.88
387,2.48,40.84350721420644,40.84350721420644,12.541620421753606,2.6637069922308543,223,36047116000,9.3,30216,47711,1006,1960.5039761431408,89.6,10.4,2235,36.9,9.977628635346756
388,2.92,38.515546639919755,32.99899699097293,3.309929789368105,3.4102306920762286,564,36047119200,7.0,45903,58264,1360,1960.597794117647,73.3,26.7,2913,37.5,19.361483007209063
389,2.6,33.23943661971831,27.676056338028175,11.26760563380282,2.112676056338028,1196,36047019600,13.6,42121,55238,1559,1942.4923027581783,91.1,8.9,3822,39.4,31.292517006802722
390,3.76,23.01324503311259,20.778145695364238,16.142384105960268,0.0,295,36047023400,3.7,28793,44905,1460,1952.0650684931506,82.7,17.3,4578,20.1,6.443861948449105
391,2.6,52.30153435623749,32.55503669112743,13.609072715143428,0.0,258,36047026500,6.7,58821,104732,1751,1934.8283837806966,85.6,14.4,3991,34.5,6.46454522676021
392,3.18,25.0,19.166666666666668,11.833333333333336,5.0,802,36047040600,5.5,44625,69848,1272,1930.8600628930812,94.3,5.7,3816,36.9,21.0167714884696
393,3.95,25.078043704474503,25.078043704474503,18.00208116545266,0.0,355,36047047600,12.6,36007,65150,1073,1944.5689655172412,89.6,10.4,3800,27.0,9.342105263157894
394,2.9,33.984375,28.97135416666667,15.625,0.0,607,36047054200,6.6,42429,64933,1628,1944.6289926289926,94.3,5.7,4480,30.5,13.549107142857142
395,2.27,56.06748864373783,35.36664503569111,7.916937053861131,1.5574302401038287,622,36047021900,2.8,65375,97645,1772,1935.4249435665915,87.0,13.0,3568,35.1,17.432735426008968
396,2.45,52.55102040816326,32.397959183673464,3.826530612244898,2.380952380952381,436,36047040100,8.6,44132,61292,1347,1956.2475872308835,87.3,12.7,3169,31.8,13.75828337014831
397,2.64,50.6269592476489,31.739811912225708,13.636363636363635,0.54858934169279,319,36047025300,8.5,53700,74603,1483,1948.6884693189481,86.0,14.0,3383,30.8,9.429500443393438
398,2.87,35.2059925093633,29.33832709113608,12.359550561797752,2.8714107365792763,269,36047116200,12.0,39651,55313,895,1956.695530726257,89.5,10.5,2299,38.5,11.700739451935624
399,3.02,22.86902286902287,19.75051975051975,2.8066528066528065,1.8711018711018712,579,36047116600,9.2,45673,66578,1091,1950.4065077910172,88.2,11.8,2904,30.3,19.93801652892562
400,2.66,33.44240837696335,24.738219895287962,5.366492146596858,3.599476439790576,417,36047033100,14.2,39618,62277,1610,1927.4658385093167,94.9,5.1,4064,30.5,10.260826771653543
401,2.48,43.17718940936864,33.29938900203666,11.201629327902241,1.5274949083503055,303,36047035700,11.1,29145,48957,1011,1936.658259149357,97.1,2.9,2440,29.2,12.418032786885245
402,3.86,14.83007209062822,11.122554067971166,5.046343975283213,0.0,538,36085023900,5.8,68589,88595,1183,1967.2354184277262,82.1,17.9,3765,33.8,14.289508632138116
403,2.91,23.72284204345273,18.614210217263647,8.396946564885496,0.0,135,36085024800,4.8,79460,96380,1794,1960.4269788182835,94.9,5.1,4985,38.6,2.708124373119358
404,2.91,37.48191027496382,31.114327062228647,9.55137481910275,1.808972503617945,599,36085002100,4.1,56146,71627,1706,1943.4917936694019,81.0,19.0,4061,33.1,14.750061561191824
405,1.99,63.89673255344897,47.76119402985074,6.292860024203308,0.0,1224,36055003805,8.0,33232,52114,2835,1952.6518518518521,87.4,12.6,7090,26.7,17.263751763046546
406,2.49,30.332209918151182,28.59894077997111,10.544053923928743,2.1665864227250844,114,36055011207,5.0,75029,76045,2271,1974.3128577719067,91.5,8.5,5195,40.6,2.1944177093359
407,1.88,56.87430888315519,48.43346848507188,29.524511610762996,0.0,48,36055011208,0.9,51099,63812,2868,1988.4731520223154,94.6,5.4,5114,47.1,0.9385999217833398
408,2.91,12.140350877192981,11.36842105263158,5.684210526315789,0.0,154,36055012305,1.6,152525,201207,1457,1976.9577899794094,97.8,2.2,4163,44.7,3.6992553447033387
409,2.13,55.697823303457106,42.18950064020486,10.691421254801536,1.47247119078105,743,36081006900,8.3,64545,86409,2343,1962.486982501067,66.7,33.3,3627,36.0,20.48524951750758
410,2.03,60.03966286564204,46.6038671294001,15.071888943976205,8.477937530986614,621,36081007500,7.9,78706,97379,2384,1949.2206375838925,84.6,15.4,4101,35.5,15.142648134601316
411,3.32,15.517241379310345,14.6551724137931,6.0344827586206895,7.471264367816093,111,36081026200,10.7,83158,75722,400,1950.98875,87.0,13.0,1157,38.5,9.593777009507347
412,2.86,29.238985313751673,17.356475300400533,9.546061415220294,0.0,951,36081059300,6.9,64731,80154,1595,1941.4818181818187,93.9,6.1,4298,39.3,22.126570497906002
413,3.03,25.48330404217926,19.332161687170476,7.732864674868188,1.9332161687170475,312,36081059800,2.2,89528,100432,585,1940.7393162393162,97.3,2.7,1731,42.4,18.02426343154246
414,3.02,21.957671957671952,18.78306878306878,12.698412698412698,1.5873015873015872,86,36081060000,5.1,86875,120274,398,1943.7587939698487,95.0,5.0,1140,48.2,7.5438596491228065
415,3.17,28.319783197831978,23.03523035230352,12.466124661246614,2.032520325203252,167,36081061601,3.9,95469,103662,738,1950.0826558265585,100.0,0.0,2342,42.1,7.13065755764304
416,2.85,21.205821205821206,18.918918918918923,9.979209979209982,4.365904365904367,47,36081062000,1.5,106776,113168,505,1935.7178217821781,95.2,4.8,1370,50.3,3.43065693430657
417,3.16,28.21100917431193,21.788990825688074,6.422018348623854,7.683486238532111,395,36081062500,6.4,78917,95172,949,1931.0310853530032,91.9,8.1,2760,37.0,14.31159420289855
418,2.82,30.412371134020614,27.525773195876287,12.474226804123713,1.0309278350515465,211,36081063500,5.6,77237,84025,1014,1930.757396449704,95.7,4.3,2761,37.9,7.642158638174575
419,3.46,18.59504132231405,16.804407713498627,6.887052341597795,3.9256198347107434,486,36081065600,5.5,95893,108490,1653,1963.6188747731399,87.8,12.2,5033,36.9,9.656268627061394
420,3.5,14.453125,12.890625,9.86328125,5.2734375,405,36081066000,2.0,79412,87050,1092,1955.75,93.8,6.2,3586,38.0,11.293920803123257
421,2.48,32.88672350791717,29.232643118148605,15.590742996345918,0.0,877,36081068300,6.1,48580,64901,1713,1958.0172212492707,95.9,4.1,4091,48.2,21.43730139330237
422,2.37,31.182795698924732,28.360215053763447,11.693548387096774,0.0,320,36081065702,9.8,70875,84170,786,1956.8587786259545,94.7,5.3,1764,48.1,18.140589569160998
423,3.61,11.877133105802047,10.44368600682594,2.04778156996587,8.054607508532422,331,36081068000,5.7,92292,100235,1514,1954.1836195508586,96.8,3.2,5300,37.1,6.245283018867925
424,2.22,46.714285714285715,39.52380952380953,15.714285714285715,4.714285714285714,782,36081072100,9.6,63202,80066,2391,1950.4640317858639,87.8,12.2,4672,50.2,16.738013698630137
425,2.86,31.0671256454389,27.022375215146297,13.253012048192772,0.0,375,36081077903,9.1,78178,95251,1219,1946.099671862182,95.3,4.7,3330,39.2,11.26126126126126
426,3.69,9.5,7.5,1.5,0.0,112,36081084602,16.8,61429,93158,224,1966.580357142857,89.3,10.7,962,38.3,11.642411642411643
427,3.76,8.928571428571429,8.928571428571429,4.511278195488722,7.330827067669173,458,36081016600,5.2,56364,72167,1092,1943.3369963369964,97.4,2.6,4011,36.3,11.418598853153828
428,4.01,5.529953917050692,3.8402457757296466,0.7680491551459293,2.3041474654377883,666,36081015000,6.8,74844,99382,655,1936.5351145038169,99.4,0.6,2610,42.7,25.517241379310345
429,2.17,52.73348519362187,39.863325740318906,7.0615034168564925,0.0,352,36081015300,2.3,64621,88181,1031,1947.0072744907854,85.2,14.8,1976,34.6,17.813765182186234
430,2.15,56.38474295190713,43.117744610281925,3.814262023217247,1.326699834162521,431,36081015700,5.2,65208,70204,738,1938.3821138211385,81.7,18.3,1294,34.3,33.30757341576507
431,3.6,19.51219512195122,19.51219512195122,6.504065040650407,1.8970189701897016,565,36081017000,9.7,64000,75674,816,1945.462009803921,90.4,9.6,2665,37.5,21.200750469043154
432,2.8,32.61163734776725,24.898511502029773,9.742895805142084,0.8119079837618403,222,36081064500,12.2,74798,105269,814,1940.6609336609336,90.8,9.2,2072,40.2,10.714285714285714
433,2.57,36.04651162790697,31.72757475083057,20.764119601328908,0.6644518272425249,119,36081066100,2.7,83333,99038,635,1956.0118110236224,94.8,5.2,1545,46.6,7.702265372168285
434,3.21,25.93880389429764,22.21835883171071,8.6230876216968,1.8428372739916552,1448,36081066400,7.1,85463,92014,3035,1963.0512355848434,94.8,5.2,9252,37.5,15.650670125378296
435,3.57,13.408393039918115,12.282497441146365,2.865916069600819,6.141248720573183,607,36081069000,7.3,78674,88398,1080,1955.6092592592597,90.5,9.5,3499,37.7,17.347813661046015
436,2.38,31.271716469770674,29.812369701181368,11.744266851980546,3.3356497567755383,487,36081069702,2.5,80452,112531,1628,1945.374692874693,88.4,11.6,3436,48.2,14.173457508731083
437,2.32,31.402439024390244,27.84552845528455,10.365853658536585,0.0,390,36081071900,6.2,39878,61906,1073,1953.6985088536808,91.7,8.3,2287,46.8,17.052907739396588
438,1.96,48.826291079812215,45.38341158059468,14.710485133020347,0.0,138,36081076902,4.2,67292,103090,710,1938.4366197183097,90.0,10.0,1251,39.7,11.031175059952037
439,3.62,18.3206106870229,11.704834605597966,4.198473282442748,3.3078880407124682,606,36081079000,8.3,71250,86109,836,1960.403110047847,94.0,6.0,2864,35.8,21.15921787709497
440,4.35,20.517737296260787,17.066155321188873,8.916586768935762,17.162032598274212,750,36081081800,9.6,57482,93985,1140,1950.3842105263159,91.5,8.5,4547,38.2,16.494391906751705
441,3.48,30.99467140319716,24.245115452930733,11.190053285968027,5.41740674955595,1235,36081092500,8.6,51250,62067,1257,1938.7124105011933,89.6,10.4,3926,37.2,31.456953642384107
442,3.53,9.868007542426149,7.668133249528599,2.8912633563796355,5.593966059082337,747,36081083800,3.6,98079,110213,1728,1947.638888888889,92.1,7.9,5617,41.1,13.29891401103792
443,3.54,11.344770337576096,7.581627006087438,7.138904261206419,4.039845047039291,1105,36081084000,8.2,65250,88197,1930,1947.5331606217615,93.6,6.4,6399,40.5,17.26832317549617
444,1.71,42.857142857142854,42.857142857142854,42.857142857142854,0.0,0,36081091800,-666666666.0,-666666666,-999999999,7,1945.2142857142856,100.0,0.0,12,71.3,0.0
445,3.06,34.1329677861549,33.58464701850583,14.256339958875945,7.333790267306374,292,36081008700,15.2,26542,37466,1725,1955.02115942029,84.6,15.4,4470,28.7,6.532438478747203
446,3.63,16.149870801033593,12.403100775193801,4.263565891472869,1.421188630490956,485,36081009400,7.7,58030,78774,870,1931.350574712644,89.0,11.0,2810,37.3,17.259786476868328
447,2.36,54.08261287223824,35.54274735830932,9.510086455331413,0.0,282,36081010100,3.7,75903,98489,1112,1930.9523381294964,93.6,6.4,2461,34.9,11.458756603006908
448,2.21,44.81897627965044,39.82521847690387,15.168539325842698,0.0,870,36081029500,1.8,68605,86423,1745,1935.3567335243554,91.8,8.2,3537,41.6,24.597116200169637
449,3.46,28.744186046511626,23.44186046511628,10.046511627906977,9.488372093023257,437,36081058000,11.4,80972,94324,1121,1946.0834076717215,95.9,4.1,3724,37.3,11.73469387755102
450,3.57,12.074303405572754,12.074303405572754,2.9411764705882346,0.7739938080495357,316,36081054800,6.7,68700,96375,661,1933.6149773071106,97.7,2.3,2309,40.8,13.68557817236899
451,2.91,30.753968253968253,27.182539682539677,10.218253968253967,3.273809523809524,636,36081055200,4.6,52200,73958,1059,1949.991029272899,95.2,4.8,2999,42.3,21.20706902300767
452,3.46,10.657596371882086,10.657596371882086,2.0408163265306123,1.1337868480725624,220,36081056600,3.5,65804,84736,487,1939.9928131416839,90.6,9.4,1528,45.2,14.397905759162304
453,3.85,16.350710900473935,14.218009478672984,4.5023696682464465,0.9478672985781992,141,36081059000,9.3,76111,115624,422,1943.824644549763,100.0,0.0,1623,41.1,8.687615526802219
454,3.77,15.212981744421908,15.212981744421908,5.0709939148073016,12.37322515212982,464,36047117000,6.5,41354,56238,633,1936.6327014218011,77.9,22.1,1860,26.9,24.946236559139784
