,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid,unemployed%,median_houshold_income,mean_houshold_income,total_housing_units,avg_year_built,occupied_housing_units%,vacant_housing_units%,total_population,median_age,not_us_citizen%
21,2.49,30.600838379133677,24.685607824871912,9.175593851886351,1.3041453190498369,127,36091062506,0.4,100542,114929,2187,1981.810699588477,98.2,1.8,5354,38.6,2.3720582741875234
22,2.29,46.11892873354517,32.4557421697685,18.384021788470267,2.178847026781661,25,36095740200,4.4,47835,65987,2654,1963.793142426526,83.0,17.0,5118,45.1,0.48847205939820243
23,2.38,30.77821011673152,21.673151750972767,10.817120622568094,1.3229571984435795,58,36089492300,6.4,55800,67526,3992,1965.1411573146293,64.4,35.6,6117,45.6,0.9481772110511689
24,2.23,30.499561787905346,25.32865907099036,14.460999123575812,3.943908851884312,14,36089492500,3.6,45446,58270,2821,1955.824175824176,40.4,59.6,2606,53.6,0.5372217958557176
25,2.31,32.978251220594764,26.719928983577447,14.292055037727476,4.61606746560142,22,36095740700,3.3,61063,72591,2714,1958.5766396462784,83.0,17.0,5245,48.7,0.41944709246901807
26,2.49,30.27368421052631,23.663157894736838,10.189473684210526,1.6842105263157894,87,36089492600,10.3,49784,65135,3183,1968.004712535344,74.6,25.4,5944,42.3,1.4636608344549127
27,2.31,41.839762611275965,33.41246290801187,8.605341246290802,2.373887240356084,174,36091062507,1.2,81940,108384,1758,1984.9271899886232,95.8,4.2,3894,41.1,4.468412942989214
28,2.45,33.317951084448545,27.595754499307798,15.228426395939088,1.2921089063221043,39,36095740400,6.8,56691,69628,2656,1959.535768072289,81.6,18.4,5337,44.5,0.7307476110174256
29,1.8,0.0,0.0,0.0,0.0,71,36059981100,9.4,-666666666,-999999999,5,1954.5,100.0,0.0,1115,20.2,6.367713004484305
30,1.87,59.71914264597192,50.92387287509239,11.97339246119734,0.0,345,36061003700,2.2,153281,295326,1659,1945.2133815551535,81.6,18.4,2579,41.7,13.377278014734392
31,2.27,60.510510510510514,31.606606606606608,7.882882882882883,0.0,596,36061008601,3.0,150962,209922,1577,1983.1908687381103,84.5,15.5,3022,30.2,19.72203838517538
32,2.05,58.03560466543893,38.62492326580724,15.469613259668508,1.4119091467157765,1883,36061004400,2.5,101736,131437,8420,1947.9073634204278,96.7,3.3,16684,38.2,11.28626228722129
33,2.99,17.162761241291953,15.13616212792907,8.929702343255224,0.0,50,36059522700,3.4,133906,150936,1625,1954.1895384615384,97.2,2.8,4737,44.2,1.0555203715431707
34,2.4,34.883720930232556,32.55813953488372,18.6046511627907,0.0,0,36103147004,1.7,119375,101493,2470,1957.6032388663969,1.7,98.3,108,49.5,0.0
35,2.21,45.59068219633943,41.014975041597346,10.316139767054908,0.0,19,36059416402,1.6,106750,127544,1442,1951.2520804438282,83.4,16.6,3110,50.8,0.6109324758842444
36,2.93,20.85308056872038,16.018957345971565,11.279620853080571,0.0,61,36103135208,0.6,116719,130005,1110,1969.1576576576574,95.0,5.0,3089,48.0,1.974749109744254
37,1.76,56.53235653235653,51.11925111925112,25.72242572242572,0.0,388,36061008603,5.8,168245,292440,3519,1952.8816425120774,69.8,30.2,4313,57.5,8.996058428008347
38,4.53,25.661116552399612,16.454456415279136,12.242899118511266,2.840352595494613,895,36103146106,7.5,82784,91138,1151,1965.5469157254558,88.7,11.3,4934,32.6,18.139440616132955
39,3.91,30.434782608695656,0.0,0.0,0.0,153,36059982100,10.1,-666666666,-999999999,23,1978.4130434782608,100.0,0.0,1366,20.3,11.200585651537336
40,2.61,26.424870466321238,19.94818652849741,8.981001727115716,0.0,160,36103135209,3.3,113264,120688,1231,1968.3716490657998,94.1,5.9,3020,45.6,5.298013245033113
41,3.07,13.850415512465375,12.3730378578024,8.587257617728532,0.0,80,36103158010,4.1,169844,175116,1199,1971.0054211843203,90.3,9.7,3328,40.8,2.403846153846154
42,2.96,26.838235294117645,22.732843137254907,15.870098039215687,2.5735294117647056,55,36103147003,4.1,132069,151706,1707,1964.576157000586,95.6,4.4,4853,42.0,1.1333195961261076
43,2.31,50.296495956873315,34.016172506738556,10.781671159029653,0.0,157,36059416401,6.6,106776,132987,2165,1941.8771362586608,85.7,14.3,4283,37.7,3.6656549147793602
44,2.67,26.478149100257074,21.97943444730077,12.467866323907455,0.7712082262210797,27,36059416801,5.0,111250,140093,844,1959.078199052133,92.2,7.8,2077,45.5,1.2999518536350505
45,1.87,60.0896860986547,54.60886895864474,20.827105132037865,0.0,246,36059416802,7.1,92038,117099,2549,1962.9327187132208,78.7,21.3,3754,48.8,6.553010122535961
46,2.84,19.74132062627638,17.9714091218516,11.02791014295439,1.9060585432266848,16,36059521902,6.9,156964,177225,1590,1961.1452830188682,92.4,7.6,4183,44.9,0.38250059765718386
47,2.62,38.418474457662704,31.00069979006298,8.817354793561929,0.0,852,36081013800,4.0,67522,82573,1576,1945.236040609137,90.7,9.3,3759,35.4,22.66560255387071
48,2.4,43.29192546583851,26.39751552795031,7.888198757763974,0.0,928,36081014300,8.0,67278,79493,1829,1939.7334609076001,88.0,12.0,3870,34.6,23.979328165374678
49,2.15,55.59380378657487,39.30005737234653,9.466437177280552,0.0,920,36081015900,4.5,49351,62023,2060,1932.014563106796,84.6,15.4,3752,36.0,24.520255863539443
50,3.76,12.004662004662006,10.256410256410255,4.312354312354312,1.5151515151515151,381,36081016800,5.5,85714,102528,882,1941.4291383219957,97.3,2.7,3235,39.1,11.777434312210202
51,2.3,54.25323402587221,39.16111328890632,12.97530380243042,0.8232065856526851,1691,36081016900,6.0,56176,76257,2661,1939.7010522360013,95.9,4.1,5856,39.0,28.876366120218577
52,2.78,18.88607594936709,16.50632911392405,13.316455696202533,0.0,332,36055012306,3.1,161203,238327,2080,1985.1502403846155,95.0,5.0,5523,45.2,6.011225783088901
53,2.33,37.696335078534034,30.067314884068807,14.659685863874344,1.3462976813762155,11,36055012401,2.7,68295,83618,1468,1958.5466621253408,91.1,8.9,3126,41.8,0.35188739603326935
54,2.8,17.266851338873494,13.71191135734072,8.033240997229916,3.3702677746999075,57,36055012402,2.1,121703,166618,2303,1968.2527138514981,94.1,5.9,6071,47.1,0.9388898039861638
55,2.41,35.44754001185537,28.45287492590397,7.231772377000594,1.778304682868998,375,36055013205,4.1,61846,68374,1801,1974.694614103276,93.7,6.3,4519,35.9,8.29829608320425
56,2.62,32.10290827740492,25.68978374347502,10.775540641312453,0.0,646,36055013206,1.9,80606,89405,2738,1988.326515704894,98.0,2.0,7046,35.9,9.168322452455294
57,2.59,21.670533642691414,19.443155452436194,11.36890951276102,0.0,32,36055013507,3.1,82672,94998,2252,1985.5812611012436,95.7,4.3,5592,47.1,0.5722460658082975
58,2.8,21.723896285914503,17.238962859145058,10.441485634197617,0.0,54,36055013508,1.6,84509,113317,1512,1986.654761904762,94.4,5.6,3998,43.0,1.3506753376688343
59,2.66,26.598837209302324,18.120155038759687,5.184108527131784,0.0,252,36055014601,7.8,69769,94804,2114,1977.756859035005,97.6,2.4,5506,38.4,4.576825281511079
60,2.35,41.76813128639492,34.88618316569613,15.193223928004233,0.0,63,36055014602,5.6,68393,88131,2031,1977.6213687838504,93.0,7.0,4455,37.4,1.4141414141414141
61,2.38,36.9334619093539,31.533269045323053,11.427193828351012,0.5303760848601736,95,36055014905,3.9,71897,82192,2158,1979.346385542169,96.1,3.9,5318,39.6,1.7863858593456188
62,2.47,33.601609657947684,27.833668678739095,15.023474178403756,1.0731052984574112,9,36055014906,5.0,75446,98602,1551,1980.2176015473885,96.1,3.9,3699,42.5,0.24330900243309003
63,2.44,47.69463340891912,33.40891912320484,10.052910052910052,1.058201058201058,49,36055015303,3.7,59909,69635,1406,1968.3954480796585,94.1,5.9,3249,31.3,1.5081563558017852
64,2.37,53.093363329583795,34.92688413948257,11.361079865016873,1.799775028121485,84,36055015304,7.7,37768,48350,1943,1954.5501801338135,91.5,8.5,4269,28.0,1.9676739283204496
65,1.67,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0,36055980100,0.0,61250,59583,12,1954.5,100.0,0.0,20,84.5,0.0
66,4.94,19.080659150043367,16.305290546400695,6.071118820468342,2.7753686036426712,1504,36059304203,7.0,95176,103265,1260,1960.1571428571426,91.5,8.5,5715,30.2,26.316710411198603
67,4.41,19.686411149825783,18.554006968641115,13.066202090592336,1.3937282229965158,1267,36059304204,2.6,61304,84157,1198,1976.0868113522533,95.8,4.2,5063,33.5,25.024688919612874
68,2.86,39.9793388429752,31.301652892561982,9.917355371900827,0.0,755,36059406701,3.9,69722,85934,1108,1951.6809566787006,87.4,12.6,2813,38.0,26.83967294703164
69,2.37,38.062755798090045,36.22100954979536,18.99727148703956,0.3751705320600273,12,36029017300,4.3,74038,84003,3027,1969.1628675256031,96.9,3.1,7133,45.9,0.16823216038132624
70,3.13,26.86246418338109,19.62750716332378,4.9426934097421205,11.532951289398284,381,36029017400,7.0,33571,41104,1510,1935.9625827814568,92.5,7.5,4369,29.2,8.720531013962004
71,2.09,46.96969696969697,41.51515151515152,15.0,0.0,13,36029017501,6.2,44444,74906,718,1949.2284122562673,91.9,8.1,1419,36.7,0.9161381254404511
72,2.43,30.73684210526316,27.36842105263159,14.421052631578947,4.526315789473684,0,36029017502,5.4,61889,71025,1064,1949.0357142857144,89.3,10.7,2328,49.5,0.0
73,3.01,53.70539798719122,41.3540713632205,18.115279048490397,0.0,135,36033940000,27.2,42238,54741,1109,1978.578449053201,98.6,1.4,3302,43.8,4.0884312537855845
74,2.24,40.72802197802198,34.75274725274725,16.552197802197803,1.5796703296703296,19,36033950501,6.4,32981,49119,1643,1944.055082166768,88.6,11.4,3579,33.6,0.5308745459625593
75,2.28,32.37822349570202,28.79656160458452,17.478510028653297,0.0,407,36033950502,3.0,59750,78193,786,1965.4007633587787,88.8,11.2,5724,34.0,7.110412299091544
76,2.33,35.850773430391264,26.29663330300273,14.64968152866242,1.0919017288444042,16,36035970100,2.7,54704,65826,1990,1960.6206030150754,55.2,44.8,2566,44.7,0.6235385814497272
77,2.36,29.506802721088444,19.897959183673468,7.908163265306122,7.653061224489796,8,36035970200,3.1,52622,63960,1539,1954.506497725796,76.4,23.6,2787,46.5,0.2870470039468963
78,2.19,37.06293706293707,34.075015893197715,13.731722822631914,3.8143674507310865,0,36035970300,12.2,52250,66917,2060,1975.9218446601944,76.4,23.6,3469,51.1,0.0
79,2.88,30.27667984189723,26.798418972332016,7.5098814229249,2.2134387351778657,581,36119003900,3.9,86007,100787,1380,1938.8224637681162,91.7,8.3,3647,39.2,15.930902111324377
80,2.82,27.97619047619048,25.680272108843543,5.782312925170068,0.935374149659864,439,36119003300,2.6,49760,77848,1293,1933.9779582366587,91.0,9.0,3322,45.4,13.21493076459964
81,3.01,31.373801916932912,25.111821086261983,8.690095846645367,1.4057507987220448,370,36119003400,7.2,67305,79741,1699,1937.4105356091816,92.1,7.9,4713,38.7,7.8506259282834705
82,2.33,42.87719298245615,38.175438596491226,7.7894736842105265,0.0,520,36119003700,5.3,49013,70681,1498,1943.1381842456608,95.1,4.9,3323,42.4,15.64851038218477
83,2.93,26.15505090054816,21.456538762725135,11.354737666405637,0.0,378,36119005001,4.4,140341,199162,1331,1945.6487603305786,95.9,4.1,3747,40.9,10.088070456365092
84,2.17,47.30191256830601,43.10109289617486,14.105191256830599,0.0,706,36119005701,5.9,73986,90388,2991,1954.4732530926115,97.9,2.1,6763,50.6,10.439154221499335
85,2.34,37.03844689760183,32.3943661971831,13.58964598401218,0.5709935287400076,991,36119007200,2.4,105553,199990,2754,1954.2857661583155,95.4,4.6,6474,50.3,15.307383379672537
86,2.69,31.844155844155846,28.98701298701299,11.584415584415586,0.5714285714285714,528,36119007700,4.6,135066,240172,2014,1944.5089374379345,95.6,4.4,5230,42.4,10.095602294455066
87,2.8,29.548762736535657,21.542940320232898,6.914119359534207,0.0,923,36119008902,8.8,64896,105520,1442,1959.0409153952844,95.3,4.7,3850,41.0,23.974025974025974
88,2.1,38.711864406779654,35.593220338983045,19.118644067796613,4.542372881355932,835,36119009300,12.6,30757,129782,1590,1978.261006289308,92.8,7.2,3267,40.9,25.558616467707377
89,2.19,54.43526170798898,40.99173553719008,15.041322314049587,0.0,961,36119009400,6.7,63875,102218,1942,1964.8493820803296,93.5,6.5,4096,40.1,23.4619140625
90,3.15,10.079193664506839,8.567314614830812,6.767458603311735,0.7199424046076314,312,36119009800,2.5,250001,445149,1458,1961.1340877914954,95.3,4.7,4385,44.6,7.115165336374002
91,4.54,19.106699751861047,14.80562448304384,5.5417700578990905,4.549214226633581,1639,36103146201,2.8,73266,133220,1263,1962.2593032462394,95.7,4.3,5516,31.5,29.713560551124
92,2.97,17.61904761904762,15.23809523809524,9.177489177489175,0.0,92,36103135402,7.2,116596,144236,2430,1974.8320987654322,95.1,4.9,6885,45.3,1.336238198983297
93,4.35,11.171032357473036,10.400616332819723,2.773497688751926,2.6964560862865947,1098,36103146002,5.5,79091,109391,1377,1965.6946259985473,94.3,5.7,5657,30.9,19.409581050026517
94,3.2,26.10619469026549,22.27138643067846,10.914454277286136,8.112094395280236,153,36081018401,8.9,62045,115017,703,1951.7830725462304,96.4,3.6,2168,34.1,7.057195571955719
95,2.19,29.315068493150694,23.28767123287671,8.767123287671232,1.7808219178082192,25,36031960700,5.5,58269,69671,1238,1956.655088852989,59.0,41.0,1679,53.5,1.4889815366289458
96,2.36,33.68700265251989,27.53315649867374,15.543766578249338,1.5384615384615383,16,36031961000,10.1,55664,64739,2432,1948.920230263158,77.5,22.5,4650,50.1,0.34408602150537637
97,2.41,27.320261437908496,23.529411764705877,17.908496732026144,0.0,34,36031961100,14.1,55521,67000,1174,1966.8986371379895,65.2,34.8,1858,45.5,1.829924650161464
98,1.9,51.127819548872175,41.2593984962406,19.548872180451127,0.0,46,36031960498,6.8,55625,74983,2167,1950.7598061836638,49.1,50.9,2320,51.9,1.9827586206896552
99,2.28,38.70043000477783,37.935977066411844,20.11466794075489,3.774486383182035,48,36031961200,4.0,48396,61011,2777,1954.9393230104429,75.4,24.6,4885,45.4,0.9825997952917094
100,2.1,31.475903614457827,29.96987951807229,18.82530120481928,0.0,4,36031961300,3.4,40313,70016,2375,1961.7044210526321,28.0,72.0,1416,58.5,0.2824858757062147
101,2.14,37.26618705035971,33.52517985611511,20.863309352517987,3.8848920863309346,9,36031961400,3.4,52452,65999,1752,1960.741723744292,39.7,60.3,1502,54.8,0.5992010652463382
102,2.42,34.42028985507246,26.8719806763285,13.285024154589374,4.045893719806763,347,36031960598,2.4,64597,75507,2689,1967.8955001859424,61.6,38.4,5955,36.4,5.82703610411419
103,2.33,26.615553121577214,22.891566265060238,9.41949616648412,1.5334063526834611,34,36031960800,4.8,65344,84652,1696,1958.866450471698,53.8,46.2,2135,48.4,1.592505854800937
104,2.09,38.029925187032426,31.421446384039907,16.58354114713217,0.8728179551122194,39,36031960900,7.2,55000,72760,3063,1955.5525628468827,52.4,47.6,3502,53.6,1.1136493432324386
105,2.38,32.284921369102676,25.994449583718787,12.950971322849215,1.0175763182238668,16,36031960200,5.3,58566,75146,1624,1965.8291256157638,66.6,33.4,2593,47.9,0.6170458927882762
106,2.73,41.33545310015898,35.135135135135144,12.71860095389507,0.0,54,36057070900,12.5,23011,35954,867,1940.699538638985,72.5,27.5,1786,33.8,3.0235162374020157
107,2.27,42.030567685589524,39.737991266375545,21.39737991266375,2.6200873362445414,51,36057070500,5.0,47014,65623,1160,1942.086206896552,79.0,21.0,2101,44.9,2.4274155164207523
108,2.48,49.56521739130435,32.04968944099379,11.428571428571427,0.3726708074534161,32,36057070600,8.7,35193,44757,1066,1929.049718574109,75.5,24.5,2018,33.0,1.5857284440039643
109,2.52,33.627717391304344,28.53260869565217,14.673913043478262,1.4266304347826086,0,36057072200,6.9,65774,81692,1831,1958.3164937192792,80.4,19.6,3754,45.0,0.0
110,2.69,31.202046035805626,23.18840579710145,18.92583120204604,2.131287297527707,66,36057072300,3.0,52331,61955,1320,1965.3693181818185,88.9,11.1,3229,39.0,2.0439764633013318
111,2.45,36.13793103448275,28.896551724137932,9.034482758620687,1.793103448275862,29,36057072600,7.9,51897,63416,1611,1938.4360645561762,90.0,10.0,3607,40.4,0.8039922373163293
112,2.12,40.68426924507252,37.8579397545556,17.218296764596506,1.5247303830420231,8,36057072100,7.1,55851,78356,2959,1954.8007772896246,90.9,9.1,6001,52.2,0.13331111481419763
113,2.86,29.75206611570248,25.0,11.707988980716252,0.6887052341597797,36,36057072500,6.2,47575,56725,1857,1946.431340872375,78.2,21.8,4163,37.1,0.8647609896709103
114,2.56,36.71586715867159,31.273062730627302,14.852398523985238,1.1070110701107008,51,36057070700,15.9,46607,56025,1215,1936.5823045267487,89.2,10.8,2807,34.6,1.816886355539722
115,2.55,35.3309481216458,30.76923076923077,12.522361359570661,1.9677996422182469,31,36057070800,4.7,29762,40197,1474,1941.7591587516958,75.8,24.2,2856,35.2,1.0854341736694677
116,2.54,40.692124105011935,23.98568019093079,5.847255369928401,0.5966587112171837,9,36057070300,13.3,38426,49906,1126,1937.4085257548847,74.4,25.6,2137,33.9,0.42115114646700985
117,2.42,31.518987341772156,24.30379746835443,7.59493670886076,0.0,73,36057070400,8.1,47500,75938,989,1933.7366026289183,79.9,20.1,1938,40.8,3.7667698658410735
118,2.47,37.11967545638945,28.80324543610548,14.300202839756595,2.129817444219067,43,36057072400,9.0,36211,51585,1178,1941.524193548387,83.7,16.3,2546,41.8,1.6889238020424195
119,2.39,34.436701509872236,27.52613240418119,12.717770034843207,1.3937282229965158,25,36057072800,5.3,56250,77502,1878,1961.3189563365281,91.7,8.3,4122,46.4,0.606501698204755
120,2.65,30.748482805124752,23.80310182063385,11.260957518543494,0.6743088334457181,17,36057072700,6.3,51654,61389,1785,1961.4882352941174,83.1,16.9,4077,39.2,0.41697326465538387
121,2.04,55.3875236294896,45.841209829867665,26.18147448015123,1.3232514177693762,38,36057070200,10.5,28125,40454,1177,1940.7489379779101,89.9,10.1,2284,41.9,1.6637478108581436
122,3.04,18.06167400881057,9.636563876651982,5.837004405286344,0.0,18,36059521302,4.2,127586,148331,1949,1954.494356080041,93.2,6.8,5526,45.4,0.32573289902280134
123,2.95,23.986486486486484,12.922297297297295,7.685810810810811,0.0,110,36103158319,4.9,105602,108564,1296,1974.6925154320986,91.4,8.6,3577,44.7,3.0752026838132513
124,3.18,14.466203411244473,12.31838281743525,9.917877447883763,0.6317119393556538,9,36059521500,2.8,119952,132128,1646,1956.08262454435,96.2,3.8,5032,42.5,0.17885532591414946
125,2.94,29.566694987255737,24.25658453695837,8.411214953271028,2.4214103653355994,112,36103146606,3.7,117722,118522,2373,1965.9854614412134,99.2,0.8,6948,40.7,1.6119746689694874
126,2.71,24.033505154639176,19.329896907216497,7.4742268041237105,0.25773195876288657,156,36103158001,4.1,164792,239398,1773,1961.8863508178229,87.5,12.5,4221,47.5,3.6958066808813075
127,2.86,28.90451517394523,19.72612879348631,10.399703923019986,0.0,444,36103158202,6.0,94259,110588,2924,1971.7161422708616,92.4,7.6,7808,39.0,5.686475409836065
128,2.99,24.688684353004874,21.11532214401733,3.2485110990795887,0.7038440714672441,69,36103158407,7.6,95750,119374,2237,1962.571077335717,82.6,17.4,5556,38.0,1.2419006479481642
129,2.33,45.188536953242846,40.0,10.739064856711916,0.0,920,36103158900,4.6,75320,96548,3607,1966.146936512337,91.9,8.1,7751,35.9,11.869436201780417
130,2.58,22.82608695652174,20.942028985507246,7.173913043478262,1.7391304347826086,224,36103201004,2.6,95278,123111,4631,1973.5991146620602,29.8,70.2,3655,53.5,6.12859097127223
131,3.38,18.54684512428298,16.634799235181642,6.596558317399618,3.919694072657744,132,36103111506,7.2,92188,145489,1128,1968.5310283687945,92.7,7.3,3592,41.8,3.6748329621380846
132,3.23,21.4992927864215,19.236209335219236,10.183875530410184,0.8486562942008486,140,36103112104,2.6,138750,233098,791,1971.853982300885,89.4,10.6,2306,41.1,6.071118820468343
133,3.09,28.09667673716012,18.8318227593152,9.86908358509567,0.0,125,36103122707,2.6,101528,118636,993,1961.4718026183286,100.0,0.0,3073,43.9,4.067686300032541
134,2.95,22.345132743362832,17.36725663716814,10.232300884955754,0.0,194,36103135002,3.3,110000,127328,1900,1959.6921052631574,95.2,4.8,5337,41.5,3.6350009368559117
135,3.27,22.778143515470706,15.404871626069784,7.636603028308097,0.0,613,36103111202,4.3,108750,113268,1735,1952.728242074928,87.6,12.4,4973,36.5,12.326563442589986
136,2.99,13.287775246772966,9.187547456340168,3.0372057706909636,0.0,122,36103112204,4.6,127571,150732,1354,1957.624076809453,97.3,2.7,3935,46.8,3.100381194409149
137,2.96,25.84777694046722,22.98417483044461,13.941220798794275,0.3767897513187641,42,36103146402,2.7,85491,108177,1488,1971.1068548387095,89.2,10.8,3934,47.3,1.0676156583629894
138,2.78,38.11622142660424,33.70972183971358,9.859542825667859,1.5147342329936655,755,36103158321,3.1,82314,102642,3968,1984.444304435484,91.5,8.5,10138,36.9,7.447228250147958
139,2.81,32.90707587382779,27.791986359761296,22.76214833759591,3.3248081841432233,570,36103190704,1.8,91076,172732,4609,1967.9777609025814,25.5,74.5,3301,49.3,17.26749469857619
140,1.94,46.80210684725357,39.954853273137694,21.7456734386757,1.1286681715575622,36,36111950600,6.0,86319,141755,2158,1961.2161723818353,61.6,38.4,2635,58.6,1.366223908918406
141,2.04,33.56282271944922,29.345955249569702,20.13769363166953,0.0,0,36111951100,13.5,67313,88152,1377,1961.7458242556281,84.4,15.6,2378,53.9,0.0
142,2.27,34.76454293628809,33.518005540166214,13.157894736842106,0.6925207756232686,94,36111951800,3.1,40227,60011,763,1953.9757536041934,94.6,5.4,1646,40.9,5.710814094775213
143,2.33,42.02127659574468,34.308510638297875,17.553191489361698,1.9946808510638296,36,36111953000,5.7,60417,95889,1037,1971.2270973963361,72.5,27.5,1766,49.2,2.0385050962627407
144,2.43,34.232715008431704,25.46374367622259,11.129848229342327,0.6745362563237773,49,36111954900,3.1,62708,84182,712,1964.8953651685392,83.3,16.7,1447,49.7,3.3863165169315828
145,2.46,44.21307506053268,32.639225181598064,16.464891041162232,3.583535108958838,73,36111951700,9.0,39596,59289,2290,1944.8034934497814,90.2,9.8,5153,34.1,1.4166504948573646
146,2.48,37.63919821826281,26.5924276169265,12.115812917594655,4.097995545657016,104,36111954200,7.3,75399,113841,2549,1969.7298940761082,88.1,11.9,5636,47.5,1.8452803406671399
147,2.35,43.33333333333334,34.912280701754376,16.57894736842105,7.368421052631577,236,36111954500,6.0,55926,76811,1605,1951.4233644859808,71.0,29.0,4362,41.7,5.4103622191655205
148,2.88,35.65076798706548,31.285367825383997,7.679870654810023,1.4551333872271623,414,36111952100,9.9,52243,65421,1517,1947.6272247857612,81.5,18.5,3604,31.9,11.48723640399556
149,2.55,44.83082706766917,30.921052631578952,7.236842105263157,1.973684210526316,112,36111952700,7.1,67308,81239,1303,1948.4025326170374,81.7,18.3,2732,43.3,4.099560761346998
150,2.17,59.84771573604061,38.07106598984771,17.36040609137056,0.0,295,36111953400,5.3,51641,74052,2220,1969.9779279279278,88.7,11.3,4301,32.4,6.858870030225529
151,2.43,43.39080459770115,33.764367816091955,25.0,4.597701149425287,66,36111954700,8.4,45966,64090,1173,1955.08610400682,59.3,40.7,1905,51.3,3.4645669291338583
152,2.54,33.429728166570264,29.207634470792364,17.29323308270677,0.0,60,36111950300,3.5,59574,70189,1896,1972.283227848101,91.2,8.8,4440,42.6,1.3513513513513513
153,2.26,38.72497365648051,27.976817702845107,14.488935721812437,1.84404636459431,89,36111951000,4.5,68285,77211,2618,1964.8208556149727,72.5,27.5,4306,49.6,2.066883418485834
