,avg_houshold_size,nonfamily_housholds%,lonely_housholder%,lonely_housholder_over65%,housholders_grandparents_responsible_for_grandchildren%,"not_us_citizen(abs, people)",geoid,unemployed%,median_houshold_income,mean_houshold_income,total_housing_units,avg_year_built,occupied_housing_units%,vacant_housing_units%,total_population,median_age,not_us_citizen%
1565,3.33,33.08733087330874,26.93726937269373,11.316113161131609,1.5990159901599017,366,36047033500,12.5,46375,73936,899,1923.877085650723,90.4,9.6,3034,25.9,12.063282794990112
1566,2.69,46.174142480211074,25.76956904133685,5.892700087950747,7.9155672823219,683,36047039100,14.9,46007,56818,1169,1970.2245508982041,97.3,2.7,3053,29.6,22.37143792990501
1567,2.81,37.19074221867517,29.768555466879487,3.990422984836393,8.699122106943335,900,36047086800,5.7,48375,56723,1371,1934.0951859956235,91.4,8.6,3526,38.6,25.52467385138968
1568,2.5,43.24984728161271,40.07330482590104,5.803298717165547,2.810018326206475,514,36047091600,13.9,33043,38007,1900,1968.183157894737,86.2,13.8,4104,33.8,12.524366471734893
1569,2.8,21.52521525215252,18.696186961869614,6.273062730627307,3.567035670356704,254,36047101200,5.6,66375,72172,839,1950.8551847437425,96.9,3.1,2280,40.1,11.140350877192983
1570,3.46,19.29530201342282,13.590604026845636,3.02013422818792,4.697986577181208,615,36047007200,5.8,36250,43820,619,1935.2108239095317,96.3,3.7,2073,31.4,29.667149059334296
1571,3.78,12.412177985948476,8.021077283372366,3.8056206088992974,7.3770491803278695,2385,36047010000,7.3,40938,56815,1878,1934.7422790202343,90.9,9.1,6459,33.9,36.925220622387364
1572,2.53,44.12698412698413,31.031746031746028,15.873015873015873,0.6349206349206349,558,36047013800,3.8,56053,74565,1494,1933.2717536813925,84.3,15.7,3197,40.4,17.453862996559273
1573,2.78,46.15942028985508,28.26086956521739,4.420289855072464,4.63768115942029,343,36047028300,16.7,34716,45146,1558,1952.7894736842104,88.6,11.4,3997,30.8,8.581436077057793
1574,2.79,38.071320944249116,31.491712707182323,3.3651431441486688,2.2099447513812147,863,36047036900,6.7,37481,44720,2235,1948.1246085011185,89.1,10.9,5619,28.0,15.358604733938423
1575,2.82,33.102652825836216,30.79584775086505,4.728950403690888,1.6147635524798154,316,36047100600,9.6,78750,80965,926,1950.0939524838013,93.6,6.4,2441,37.1,12.945514133551821
1576,2.31,43.27548806941432,42.0824295010846,13.557483731019525,3.362255965292841,310,36047116000,5.1,27449,43336,991,1964.20736629667,93.0,7.0,2126,35.4,14.581373471307622
1577,2.82,40.82013047530289,30.56849953401677,4.566635601118358,2.795899347623485,534,36047119200,5.8,41615,50478,1362,1956.5903083700439,78.8,21.2,3028,34.5,17.635402906208718
1578,2.94,31.532147742818054,25.923392612859093,9.233926128590973,5.6087551299589595,1606,36047019600,13.4,38973,51667,1607,1937.9785314250155,91.0,9.0,4430,38.7,36.252821670428894
1579,3.77,18.602761982128357,18.034118602761986,16.246953696181965,0.0,314,36047023400,2.4,28438,48400,1466,1950.0798090040928,84.0,16.0,4667,20.8,6.728090850653524
1580,2.69,50.85557837097878,31.690622861054074,11.772758384668036,0.6160164271047228,312,36047026500,10.0,58603,100715,1711,1938.2825832846286,85.4,14.6,4011,33.7,7.778608825729244
1581,3.05,31.20138288677615,24.97839239412273,14.26101987899741,5.445116681071736,899,36047040600,7.8,36292,64059,1242,1932.5152979066024,93.2,6.8,3533,35.8,25.4457967732805
1582,3.79,23.961661341853038,23.961661341853038,18.636847710330137,0.0,312,36047047600,12.5,35571,60397,1079,1947.1506024096384,87.0,13.0,3563,29.7,8.756665731125455
1583,2.98,34.14634146341464,29.643527204502806,16.322701688555348,0.0,659,36047054200,6.6,41219,66140,1652,1947.1150121065373,96.8,3.2,4789,30.3,13.760701607851326
1584,2.3,55.111402359108794,33.87942332896461,8.715596330275227,2.3591087811271296,495,36047021900,4.0,62621,90206,1745,1936.5767908309454,87.4,12.6,3576,34.9,13.842281879194632
1585,2.42,54.4251447477254,34.24317617866005,14.226633581472292,0.9098428453267164,406,36047025300,12.1,50799,73741,1440,1949.814583333333,84.0,16.0,2936,32.6,13.828337874659399
1586,2.63,35.45840922890103,31.268973891924716,9.957498482088647,4.857316332726168,1433,36005042902,20.3,26621,42244,1659,1949.7290536467751,99.3,0.7,4445,32.7,32.2384701912261
1587,2.75,34.280391243595716,29.250116441546346,16.48812296227294,1.9096413600372613,1527,36005033000,15.1,37355,43878,2252,1950.182504440497,95.3,4.7,5925,38.4,25.772151898734176
1588,3.31,22.327302631578945,18.914473684210524,7.03125,1.5213815789473684,1122,36005035800,14.8,69939,82865,2546,1956.5856245090336,95.5,4.5,8115,34.0,13.826247689463955
1589,2.52,52.058823529411775,50.17647058823529,21.176470588235293,0.35294117647058826,617,36005037100,8.7,26667,42542,1822,1958.5697036223928,93.3,6.7,4308,38.7,14.322191272051995
1590,2.79,36.40167364016737,34.60848774656306,9.324566646742378,1.0161386730424389,849,36005038500,13.6,19163,30776,1814,1957.858875413451,92.2,7.8,4757,29.5,17.84738280428842
1591,2.6,43.903528360875384,35.149620366234934,6.744082179544439,0.31263957123715946,1793,36005042100,14.4,31969,43842,2389,1949.8139388865634,93.7,6.3,5887,29.4,30.456939018175643
1592,2.04,52.317880794702,41.19205298013245,17.880794701986755,0.9271523178807948,154,36005045101,3.3,63819,77781,825,1939.342424242424,91.5,8.5,1537,37.6,10.019518542615485
1593,2.54,38.527851458885934,32.29442970822281,15.384615384615385,0.0,215,36005011800,7.4,81667,92683,1630,1948.2674846625766,92.5,7.5,5220,36.3,4.118773946360153
1594,3.01,33.36439888164026,20.87604846225536,6.989748369058714,3.3550792171481825,542,36005020400,13.2,45179,57931,1106,1939.3327305605785,97.0,3.0,3264,34.1,16.605392156862745
1595,2.33,42.532751091703055,37.46724890829694,17.64192139737991,0.0,386,36005024800,11.6,57292,74164,1214,1954.7990115321247,94.3,5.7,2998,42.9,12.875250166777851
1596,2.96,30.84170854271357,28.957286432160807,9.170854271356783,2.386934673366834,1158,36005040800,19.5,32262,45299,1665,1947.2171171171167,95.6,4.4,4710,29.6,24.585987261146496
1597,3.41,30.632090761750412,29.90275526742301,5.186385737439222,1.8638573743922204,830,36005048400,9.5,74583,92817,1330,1959.9218045112784,92.8,7.2,4244,40.4,19.557021677662583
1598,2.5,44.768211920529794,37.35099337748344,8.741721854304636,2.2516556291390732,453,36005024700,5.2,43438,47475,770,1958.2753246753248,98.1,1.9,1884,35.2,24.044585987261147
1599,2.22,48.13229571984436,42.64591439688716,19.883268482490273,4.43579766536965,506,36005026602,8.0,50300,59192,2662,1951.3332081142,96.5,3.5,5714,42.8,8.855442772138607
1600,3.13,27.91878172588833,25.12690355329949,8.248730964467004,2.6649746192893398,470,36005036400,6.5,64167,80247,932,1943.8347639484975,84.5,15.5,2474,37.5,18.997574777687955
1601,2.2,48.22274881516588,39.45497630331754,18.838862559241708,0.0,240,36005044902,2.9,68000,79200,896,1944.544642857143,94.2,5.8,1882,38.9,12.75239107332625
1602,2.89,29.73713033953998,26.670317634173056,12.650602409638553,3.450164293537788,1526,36005022300,11.7,26000,32319,1864,1944.8862660944205,98.0,2.0,5275,30.7,28.928909952606634
1603,2.92,29.83565107458913,27.9393173198483,9.734513274336283,1.8963337547408343,271,36005025400,6.1,53110,72089,845,1940.156804733728,93.6,6.4,2325,36.1,11.655913978494624
1604,2.24,48.093841642228746,41.20234604105572,12.756598240469208,1.0263929618768328,436,36005029600,9.3,56064,80688,742,1956.1455525606466,91.9,8.1,1650,34.3,26.424242424242422
1605,2.95,29.55465587044534,28.070175438596486,12.550607287449393,2.0242914979757085,292,36005037600,19.4,53255,73427,805,1954.539751552795,92.0,8.0,2257,33.2,12.937527691626052
1606,2.79,33.6166194523135,33.6166194523135,10.953729933899906,7.176581680830973,539,36005002701,10.5,17383,24324,1090,1948.069724770642,97.2,2.8,2958,27.1,18.221771467207574
1607,2.83,41.26315789473684,40.78947368421053,12.842105263157894,4.2631578947368425,1141,36005006500,13.3,25526,34283,1976,1962.5111336032392,96.2,3.8,5471,31.2,20.855419484554925
1608,3.15,34.182132067328446,23.867069486404834,11.221406991799741,0.5179110919292188,1632,36005006700,14.1,20972,59790,2409,1945.8491075134912,96.2,3.8,7314,27.6,22.313371616078754
1609,2.69,40.29219530949635,34.02537485582468,11.303344867358707,3.7677816224529033,1392,36005040702,15.5,33419,41481,2758,1947.5975344452506,94.3,5.7,7050,30.4,19.74468085106383
1610,3.17,36.56294200848657,28.92503536067893,7.2135785007072135,0.3536067892503536,939,36005015700,15.0,34738,56162,1478,1978.332205683356,95.7,4.3,4515,29.8,20.79734219269103
1611,2.77,38.56763925729443,33.95225464190981,11.777188328912466,2.3342175066313,953,36005038000,14.1,36781,46917,1979,1954.8148054573016,95.3,4.7,5225,33.5,18.239234449760765
1612,3.05,31.693121693121697,29.894179894179892,11.005291005291005,7.195767195767195,1486,36005002500,6.5,22771,35380,2065,1942.7179176755446,91.5,8.5,5760,31.3,25.798611111111114
1613,1.76,60.372219700408536,58.10258738084432,31.82024512029052,1.2709940989559692,95,36005006100,12.4,42200,48242,2353,1960.4881002974926,93.6,6.4,3869,49.7,2.4554148358749033
1614,2.96,37.48645720476706,31.04008667388949,9.42578548212351,3.1960996749729147,1523,36005022701,11.6,31368,46460,1874,1945.054962646745,98.5,1.5,5702,31.1,26.709926341634514
1615,3.83,17.96554552912223,13.945857260049221,2.3789991796554557,1.8867924528301887,935,36081004200,11.0,51288,67626,1259,1935.4094519459888,96.8,3.2,4665,33.4,20.042872454448016
1616,2.39,47.734734077478656,33.355219960604074,20.551543007222584,0.8535784635587657,400,36081004500,8.3,82662,95686,1632,1960.9969362745096,93.3,6.7,3639,51.3,10.992030777686178
1617,2.36,39.70760233918129,34.385964912280706,15.730994152046785,1.6959064327485378,450,36081004700,10.1,34063,51661,1862,1952.2223415682065,91.8,8.2,4037,35.4,11.146891255883082
1618,2.06,58.22603719599427,41.237482117310435,11.623748211731046,1.2875536480686696,1382,36081006100,6.0,64588,85374,3017,1946.3478621146835,92.7,7.3,5750,35.9,24.03478260869565
1619,2.92,39.62264150943396,30.624092888243826,9.869375907111756,2.3222060957910013,17,36067005200,20.5,25231,43669,922,1939.6952277657267,74.7,25.3,2062,31.8,0.8244422890397671
1620,2.5,34.00191021967526,27.31614135625597,11.365807067812801,0.0,24,36067006103,7.1,69093,77326,1194,1945.2244556113903,87.7,12.3,2641,40.7,0.9087466868610375
1621,2.49,31.327985739750446,26.336898395721928,14.12655971479501,2.6292335115864525,41,36067010200,4.2,68261,89253,2512,1977.5991242038215,89.3,10.7,5590,40.1,0.7334525939177102
1622,2.63,26.206075044669447,22.215604526503874,9.172126265634306,0.0,30,36067011402,4.8,74140,86990,1769,1960.532221594121,94.9,5.1,4428,45.7,0.6775067750677507
1623,2.07,46.09218436873748,37.508350033400134,10.621242484969939,1.4028056112224452,121,36067011800,6.3,51958,61209,3198,1969.1125703564728,93.6,6.4,6196,42.5,1.9528728211749515
1624,2.5,26.04395604395605,21.043956043956047,9.395604395604398,0.5494505494505495,36,36067011202,4.3,89500,103259,1847,1985.280184082296,98.5,1.5,4546,40.4,0.7919049714034315
1625,2.56,30.19957983193277,22.584033613445378,12.710084033613446,6.355042016806723,25,36067011231,3.2,74750,79177,1933,1973.9749094671492,98.5,1.5,4881,40.0,0.5121901249743905
1626,2.2,40.66390041493776,27.93914246196404,10.926694329183958,0.0,8,36067011300,3.5,58264,78316,1538,1968.5481144343305,94.0,6.0,3178,48.7,0.25173064820641916
1627,1.96,50.0,0.0,0.0,0.0,0,36081005000,0.0,-666666666,-999999999,28,1957.0,100.0,0.0,55,50.0,0.0
1628,4.2,9.863588667366212,8.604407135362015,6.610703043022037,8.184679958027282,787,36081009600,8.4,87880,100120,953,1936.5409233997907,100.0,0.0,4006,39.4,19.64553170244633
1629,2.76,40.95315024232632,20.113085621970924,5.6542810985460425,4.765751211631664,276,36081011100,5.1,71570,94076,1299,1940.2305619707467,95.3,4.7,3419,35.1,8.072535829189821
1630,3.96,21.530249110320288,14.23487544483986,5.160142348754448,0.7117437722419928,606,36081011600,5.2,64167,86146,613,1939.3450244698208,91.7,8.3,2226,39.9,27.22371967654987
1631,2.42,52.82608695652174,34.02173913043478,6.41304347826087,2.391304347826087,336,36081012100,5.4,60119,91548,1008,1946.672619047619,91.3,8.7,2241,36.2,14.99330655957162
1632,2.31,46.41833810888252,26.64756446991404,8.45272206303725,0.0,231,36081013700,4.1,69500,93058,844,1949.0556872037914,82.7,17.3,1609,36.1,14.356743318831573
1633,2.32,55.497925311203325,37.55186721991701,6.431535269709543,0.0,476,36081014900,6.9,68152,80546,1082,1938.5757855822549,89.1,10.9,2233,34.7,21.316614420062695
1634,4.15,13.902053712480251,8.214849921011059,1.895734597156398,7.582938388625592,562,36081015400,11.6,61815,79716,679,1946.9815905743742,93.2,6.8,2637,34.4,21.312097080015167
1635,3.46,19.141914191419144,13.366336633663368,7.260726072607261,0.0,773,36081021200,14.4,44828,62605,700,1941.057142857143,86.6,13.4,2396,36.1,32.26210350584307
1636,2.56,40.677335318198736,36.992928917007816,12.020841086713808,0.0,1619,36081022002,11.2,61121,78615,2818,1956.152590489709,95.4,4.6,6880,37.5,23.531976744186046
1637,2.76,35.75667655786351,27.84371909000989,13.105835806132545,4.8466864490603365,1868,36081024500,1.1,57377,72026,2133,1962.5206282231602,94.8,5.2,5608,39.9,33.309557774607704
1638,3.58,16.296296296296298,10.814814814814815,6.074074074074074,4.888888888888889,853,36081118900,3.3,62583,78695,751,1942.6358189081225,89.9,10.1,2418,43.5,35.277088502894955
1639,3.31,16.64145234493192,15.052950075642965,9.682299546142211,0.8320726172465961,1819,36081115900,4.5,58400,66103,1478,1948.7895805142084,89.4,10.6,4388,39.5,41.45396536007293
1640,3.33,27.56302521008403,10.420168067226893,2.5210084033613445,5.042016806722689,966,36081116700,5.1,31776,49176,703,1956.689189189189,84.6,15.4,1985,40.5,48.66498740554156
1641,2.67,36.452665941240475,27.63873775843308,10.990206746463548,0.0,854,36081117100,2.7,43750,70522,971,1938.2796086508756,94.6,5.4,2488,40.9,34.32475884244373
1642,3.26,12.78825995807128,9.014675052410901,4.402515723270441,0.0,478,36081119900,7.4,60583,82356,507,1934.1449704142008,94.1,5.9,1564,45.3,30.562659846547312
1643,3.27,20.94064949608063,20.268756998880185,8.51063829787234,2.127659574468085,392,36081120700,3.5,73194,87683,1001,1949.3471528471528,89.2,10.8,2937,45.0,13.34695267279537
1644,3.04,29.776674937965254,21.339950372208435,13.316790736145576,2.2332506203473943,508,36081122300,6.1,68246,93037,1266,1961.4992101105845,95.5,4.5,3670,44.1,13.841961852861035
1645,2.68,30.64516129032258,28.89784946236559,15.591397849462366,1.3440860215053765,203,36081130100,5.9,75547,95166,1608,1945.8992537313434,92.5,7.5,3994,44.9,5.082623935903856
1646,2.83,20.18111254851229,19.189305735230704,11.98792583009918,1.466149202242346,172,36087012800,5.3,128125,173239,2416,1967.0554635761591,96.0,4.0,6580,45.2,2.613981762917933
1647,2.14,38.80099916736054,33.97169025811824,7.410491257285595,0.0,101,36087013300,1.2,104549,169325,1333,1958.5885221305327,90.1,9.9,2574,49.1,3.923853923853924
1648,2.45,34.7700108656284,30.822165881926843,7.605939876856213,0.0,645,36087010502,8.6,73768,89114,2979,1978.6003692514264,92.7,7.3,6808,40.5,9.474148061104582
1649,3.27,21.25107112253642,13.881748071979434,6.341045415595545,1.6281062553556127,510,36087010601,4.5,85662,103242,1187,1961.8656276326874,98.3,1.7,3828,34.7,13.322884012539186
1650,3.16,39.65256797583081,34.29003021148036,18.429003021148034,5.5135951661631415,447,36087010701,9.1,63125,76682,1361,1963.621969140338,97.3,2.7,4524,40.5,9.880636604774535
1651,2.88,24.36635944700461,21.716589861751146,15.841013824884794,0.5184331797235023,301,36087010102,4.2,91622,110593,1810,1968.765745856353,95.9,4.1,5029,45.6,5.9852853449990056
1652,3.26,24.17021276595745,23.319148936170212,8.680851063829786,7.659574468085107,415,36047025902,31.3,16448,22505,1175,1952.5425531914893,100.0,0.0,3826,24.3,10.846837428123367
1653,2.73,28.683035714285715,22.544642857142854,12.388392857142858,0.0,472,36047027000,5.2,60741,75146,951,1939.705047318612,94.2,5.8,2450,41.0,19.26530612244898
1654,2.51,42.398119122257064,33.855799373040746,10.893416927899684,0.0,384,36047027300,7.0,45900,64314,1429,1933.1878936319104,89.3,10.7,3228,39.1,11.895910780669144
1655,3.02,23.146292585170347,18.637274549098198,11.422845691382765,2.8056112224448904,445,36047027400,6.0,48750,83049,1030,1936.2320388349515,96.9,3.1,3019,38.4,14.739980125869492
1656,2.67,44.717887154861955,27.671068427370948,4.441776710684273,0.6002400960384154,467,36047027500,9.7,73571,101699,1958,1927.9499489274772,85.1,14.9,4630,33.9,10.086393088552915
1657,2.35,45.42372881355932,33.559322033898304,14.406779661016948,3.4745762711864407,241,36047028700,8.2,33333,70854,1257,1944.269291964996,93.9,6.1,2781,37.3,8.665947500898957
1658,3.17,24.92581602373887,21.06824925816024,4.5994065281899115,4.747774480712167,180,36047102400,8.3,87375,97040,715,1946.8566433566434,94.3,5.7,2134,36.9,8.434864104967197
1659,2.89,31.62878787878788,30.113636363636363,9.848484848484848,5.871212121212121,341,36047098800,8.0,73603,74378,1073,1946.0843429636532,98.4,1.6,3343,37.7,10.200418785521986
1660,3.57,16.615853658536587,16.615853658536587,3.658536585365853,2.7439024390243905,316,36047099200,8.8,86000,87979,677,1954.6698670605613,96.9,3.1,2348,37.3,13.458262350936966
1661,3.13,31.339031339031333,25.071225071225072,5.413105413105413,0.0,219,36047101000,7.3,73036,91170,751,1944.979360852197,93.5,6.5,2196,34.6,9.972677595628415
1662,2.51,40.08097165991903,36.92307692307693,6.801619433198381,2.348178137651822,359,36047112400,8.9,48819,64169,1338,1954.0553064275039,92.3,7.7,3169,35.4,11.328494793310192
1663,2.65,44.27894380501016,42.18009478672986,12.389979688557887,1.0155721056194988,756,36047112800,13.0,38045,48267,1665,1942.2537537537532,88.7,11.3,3910,34.0,19.335038363171357
1664,2.98,46.03409933283913,28.317272053372868,5.856189770200148,1.7049666419570049,572,36047023500,5.6,51678,84764,1516,1957.536939313984,89.0,11.0,4062,28.1,14.081733136386015
1665,3.48,25.54179566563468,24.38080495356037,20.04643962848297,1.9349845201238391,242,36047024000,5.2,31019,49008,1400,1949.7214285714285,92.3,7.7,4626,23.1,5.231301340250757
1666,2.35,55.44252288911496,34.587995930824015,9.664292980671414,0.0,188,36047024100,5.7,59798,77507,1094,1955.235831809872,89.9,10.1,2501,31.4,7.516993202718912
1667,3.04,28.429423459244536,22.067594433399602,11.332007952286284,8.946322067594432,461,36047025000,6.5,52852,82003,543,1945.6510128913446,92.6,7.4,1539,46.9,29.9545159194282
1668,3.54,21.009098428453267,13.647642679900743,6.6997518610421825,3.639371381306865,1205,36047025400,9.8,46454,73656,1259,1933.6302621127882,96.0,4.0,4280,37.8,28.154205607476634
1669,3.18,24.185136897001303,18.122555410691003,6.97522816166884,0.7822685788787485,1302,36047025800,8.3,41375,59378,1601,1933.762960649594,95.8,4.2,4888,35.2,26.636661211129297
1670,2.96,43.8375350140056,19.18767507002801,7.703081232492997,1.96078431372549,329,36047025901,12.5,53033,81237,793,1948.7042875157626,90.0,10.0,2158,29.0,15.24559777571826
1671,2.97,30.70017953321365,27.917414721723517,12.208258527827649,0.0,885,36047026000,10.8,46667,65986,1212,1931.2986798679867,91.9,8.1,3310,42.9,26.73716012084592
1672,2.21,50.502512562814076,39.145728643216074,25.52763819095477,0.0,558,36047053800,5.9,32841,45255,2099,1942.9768937589329,94.8,5.2,4414,43.2,12.641594925237879
1673,3.05,44.919786096256686,28.43137254901961,14.081996434937608,3.2085561497326207,166,36047052500,4.8,35568,64540,1227,1949.0680521597394,91.4,8.6,3423,31.6,4.849547180835525
1674,2.64,38.947957470621155,29.099048684946844,8.841634023503078,0.0,690,36047052600,4.4,65578,83501,1828,1940.9852297593,97.8,2.2,4737,34.1,14.566181127295758
1675,3.85,16.159695817490494,11.97718631178707,4.08745247148289,5.798479087452471,136,36047053500,4.4,27027,35080,1110,1933.5315315315313,94.8,5.2,4053,20.2,3.355539106834444
1676,2.52,48.51288830138797,28.089887640449444,0.7931262392597489,0.0,572,36047054900,7.2,89241,135275,1650,1965.3272727272727,91.7,8.3,3806,29.9,15.028901734104046
1677,2.3,41.43763213530655,35.588442565186746,16.349541930937278,0.0,619,36047055200,5.8,51103,72274,1512,1944.834656084656,93.8,6.2,3279,39.1,18.8777066178713
1678,2.16,60.766324878575276,33.94495412844037,6.637884511602807,0.0,414,36047059100,4.0,92768,96388,1996,1935.1127254509015,92.8,7.2,3998,35.3,10.355177588794398
1679,2.35,53.05706521739131,44.90489130434783,10.190217391304348,0.0,321,36061003601,14.0,47759,102903,1627,1961.0765212046717,90.5,9.5,3522,34.8,9.114139693356048
1680,2.33,44.41860465116279,37.67441860465116,9.069767441860462,0.0,120,36061004500,4.5,142632,259219,466,1927.5579399141632,92.3,7.7,1005,40.1,11.940298507462686
1681,1.99,60.135790494665365,44.22890397672162,9.602327837051408,0.0,282,36061005502,5.1,127465,228866,1156,1945.6340830449826,89.2,10.8,2245,37.7,12.561247216035634
1682,1.68,72.99719887955182,59.047619047619044,17.086834733893554,0.0,157,36061005600,8.2,124321,246449,2427,1951.6124845488255,73.5,26.5,3220,38.2,4.875776397515528
1683,1.94,64.5939086294416,48.03299492385787,10.279187817258883,0.0,1337,36061006200,3.9,105170,132223,1711,1973.164523670368,92.1,7.9,4692,36.4,28.495311167945438
1684,1.7,77.96127562642369,55.6378132118451,11.702733485193619,0.3132118451025057,467,36061007700,5.7,136731,213771,4241,1933.29627446357,82.8,17.2,5991,38.5,7.795025872141545
1685,1.63,69.0159574468085,58.51063829787234,21.90824468085107,0.0,479,36061008000,5.1,119167,170488,3761,1946.3391385269877,80.0,20.0,5013,44.7,9.555156592858568
1686,1.65,71.28625193712641,61.279610360858975,17.04671241974762,0.0,1219,36061009000,1.2,132390,170368,5802,1964.0565322302652,77.9,22.1,7645,37.3,15.945062132112492
1687,1.53,77.63636363636364,64.9090909090909,5.8181818181818175,0.0,251,36061009200,3.4,122500,179800,1411,1950.1165839829907,78.0,22.0,1691,36.3,14.843287995269073
1688,1.69,74.66216216216216,55.067567567567565,25.16891891891892,0.0,239,36061010400,4.8,120217,196529,1046,1948.1902485659652,56.6,43.4,1008,53.2,23.71031746031746
1689,1.07,99.37304075235107,96.65621734587252,35.841170323928935,0.0,100,36061011900,11.7,16394,24435,1132,1927.2826855123676,84.5,15.5,1027,62.7,9.737098344693282
1690,1.91,64.8844185636139,53.59096523733897,8.717134286218457,0.0,1811,36061013200,1.1,89282,129018,6403,1957.6911603935653,88.5,11.5,10818,34.8,16.74061748936957
1691,1.74,60.461309523809526,54.33035714285714,13.898809523809526,0.0,918,36061013400,4.3,96591,187890,7682,1956.3793282999218,87.5,12.5,11698,38.7,7.847495298341597
1692,1.94,52.8526721232547,43.01877708233028,16.923447279730382,0.0,1315,36061013600,2.3,105867,180505,9493,1960.3569472242707,87.5,12.5,16147,37.7,8.143927664581655
1693,1.91,57.71004098360656,46.798155737704924,13.857581967213116,0.0,635,36061014402,3.4,126442,211075,4241,1951.6068144305589,92.1,7.9,7466,41.5,8.505223680685775
1694,2.06,47.5853187379266,39.21442369607212,18.995492594977463,0.0,183,36061014801,4.0,154306,282520,1737,1961.2990788716174,89.4,10.6,3198,42.5,5.72232645403377
1695,1.82,65.37946855285797,56.98719174154081,12.330338367424964,0.0,1372,36061015700,4.8,139792,197733,7121,1928.97619716332,73.5,26.5,9847,38.2,13.933177617548493
1696,1.98,50.11235955056181,42.846441947565545,10.0749063670412,0.0,505,36061015801,3.2,152784,232814,2930,1937.2559726962454,91.1,8.9,5598,41.2,9.021078956770275
1697,1.78,67.99653078924544,55.33391153512576,15.582538305868747,0.0,744,36061016100,4.8,121652,232660,4322,1924.4051365108746,80.0,20.0,6168,39.8,12.062256809338521
1698,2.57,44.77811144477811,39.13913913913914,14.44778111444778,5.839172505839173,1630,36061016400,13.5,27116,52948,3047,1973.4271414506072,98.4,1.6,7696,36.6,21.179833679833678
1699,2.24,60.06116207951071,50.39755351681957,30.030581039755354,0.6727828746177371,742,36061019600,10.6,17070,44772,1718,1971.311408614668,95.2,4.8,4072,40.3,18.222003929273082
1700,2.61,46.32524110409045,39.87362820086464,9.411373461922182,1.9288327236448288,1035,36061018000,10.7,34516,62403,3154,1955.6398224476852,95.3,4.7,7896,31.2,13.10790273556231
1701,1.91,58.74673629242821,51.212234240954864,20.85042894442372,0.0,1040,36061018500,5.4,116382,141892,3286,1970.467741935484,81.6,18.4,5135,41.8,20.253164556962027
1702,2.19,49.27076727964489,41.59797083069118,14.331008243500314,0.0,311,36061019000,5.4,55536,100874,1764,1978.4285714285716,89.4,10.6,3452,42.5,9.009269988412514
1703,2.32,59.520774917155244,41.651797094060676,17.180729033902626,0.5862860056079531,1320,36061019300,10.0,41205,83598,4435,1945.0242390078922,88.5,11.5,9361,37.3,14.101057579318448
1704,2.4,52.470059880239525,45.47155688622754,15.232035928143713,1.833832335329341,894,36061019400,8.8,20086,33057,2864,1960.3694134078207,93.3,6.7,6703,34.4,13.337311651499329
1705,1.67,72.34285714285714,66.62857142857142,25.942857142857147,0.0,460,36061021200,14.7,53117,67063,2840,1965.505281690141,92.4,7.6,4615,38.9,9.967497291440953
1706,2.82,35.054719562243505,26.470588235294123,5.437756497948017,3.1463748290013682,802,36061022400,8.0,31600,53071,3122,1954.357783472133,93.7,6.3,8292,30.4,9.671972986010612
1707,2.6,48.08055380742604,39.45877910635621,6.985525487728131,3.2410320956576464,1274,36061023200,12.6,33586,46145,3386,1959.5773774365032,93.9,6.1,8512,30.2,14.967105263157896
1708,2.72,49.26151172893136,37.61946133796699,14.943527367506515,13.205907906168546,841,36061023900,18.5,34715,52416,1182,1942.2969543147208,97.4,2.6,3135,36.9,26.82615629984051
1709,2.6,49.71150926207107,37.41269359246887,19.738839963559066,1.5791071970847252,2065,36061024100,8.0,52519,69441,3601,1936.3369897250766,91.4,8.6,8613,41.1,23.975386044351563
1710,3.14,32.969576719576715,25.33068783068783,12.16931216931217,2.1494708994708995,2985,36061029300,7.4,37491,53018,3169,1930.8553171347428,95.4,4.6,9504,35.0,31.40782828282828
1711,2.21,63.83561643835617,42.374429223744286,13.515981735159814,0.0,256,36061019702,5.7,66103,104078,1239,1959.8761097659406,88.4,11.6,2460,34.5,10.40650406504065
1712,2.27,36.03603603603604,28.12812812812812,11.177844511177844,0.0,18,36067011401,2.9,87102,98169,3230,1986.107120743034,92.8,7.2,6800,45.4,0.2647058823529412
1713,2.15,46.1051298290057,39.962001266624455,26.155794806839772,1.5199493350221658,8,36067011700,7.0,41322,57109,1720,1964.0982558139533,91.8,8.2,3521,48.8,0.2272081794944618
1714,2.76,21.875,16.706730769230766,8.834134615384617,3.0048076923076925,147,36067012100,4.5,92234,113119,1738,1977.9234752589184,95.7,4.3,4622,42.0,3.1804413673734313
1715,2.44,31.223922114047287,25.382475660639766,13.908205841446453,0.0,0,36067012300,4.0,80313,95308,1498,1973.230974632844,96.0,4.0,3508,43.6,0.0
1716,2.32,51.9179304192685,36.30686886708296,16.057091882247992,0.0,33,36067012900,11.3,37467,45161,1260,1936.1468253968253,89.0,11.0,2601,34.8,1.2687427912341407
1717,2.51,39.646978954514594,30.88934147997284,12.898845892735913,0.20366598778004072,18,36067014000,6.5,45122,49397,1616,1949.1534653465344,91.2,8.8,3699,34.9,0.48661800486618007
1718,1.34,82.39475123018043,72.9907053034445,24.5489338436304,0.16402405686167304,284,36067001600,6.9,22621,39352,2172,1956.7127071823206,84.2,15.8,3202,52.8,8.869456589631481
